Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150529:2000,76757.0,843.57,124.84,17.29,77.69,17.92,2.47,0.0
20150529:2100,75082.0,816.14,124.02,16.56,70.1,18.14,2.84,0.0
20150529:2200,67768.0,722.51,119.01,14.82,58.59,17.84,2.49,0.0
20150529:2300,55457.0,572.33,108.67,12.21,46.25,17.54,2.14,0.0
20150530:0000,38327.0,381.52,92.68,8.96,33.87,17.23,1.79,0.0
20150530:0100,14466.0,72.36,123.69,3.96,21.54,17.16,1.49,0.0
20150530:0200,2270.0,12.32,37.39,1.74,9.56,17.08,1.18,0.0
20150530:0300,0.0,0.0,0.0,0.0,0.0,17.0,0.87,0.0
20150530:0400,0.0,0.0,0.0,0.0,0.0,16.84,0.78,0.0
20150530:0500,0.0,0.0,0.0,0.0,0.0,16.67,0.69,0.0
20150530:0600,0.0,0.0,0.0,0.0,0.0,16.5,0.59,0.0
20150530:0700,0.0,0.0,0.0,0.0,0.0,16.48,0.53,0.0
20150530:0800,0.0,0.0,0.0,0.0,0.0,16.46,0.46,0.0
20150530:0900,0.0,0.0,0.0,0.0,0.0,16.45,0.4,0.0
20150530:1000,0.0,0.0,0.0,0.0,0.0,16.41,0.37,0.0
20150530:1100,0.0,0.0,0.0,0.0,0.0,16.37,0.34,0.0
20150530:1200,0.0,0.0,0.0,0.0,0.0,16.33,0.3,0.0
20150530:1300,398.0,0.0,13.82,0.27,2.51,16.38,0.5,0.0
20150530:1400,824.0,0.0,20.73,0.41,14.18,16.43,0.69,0.0
20150530:1500,9807.0,0.92,131.48,2.49,26.33,16.48,0.88,0.0
20150530:1600,15347.0,5.52,191.8,3.72,38.74,16.99,1.17,0.0
20150530:1700,46587.0,326.45,248.31,11.51,51.2,17.5,1.46,0.0
20150530:1800,65146.0,700.82,113.99,15.69,63.36,18.0,1.75,0.0
20150530:1900,73452.0,807.04,121.39,17.07,74.05,18.15,2.06,0.0
20150530:2000,76848.0,848.82,124.69,17.41,77.84,18.3,2.38,0.0
20150530:2100,75177.0,821.5,123.88,16.68,70.23,18.45,2.69,0.0
20150530:2200,68042.0,726.97,118.87,14.92,58.69,18.09,2.55,0.0
20150530:2300,55888.0,576.79,108.53,12.31,46.35,17.74,2.4,0.0
20150531:0000,38708.0,385.01,92.54,9.05,33.97,17.38,2.26,0.0
20150531:0100,17966.0,180.29,70.08,5.45,21.64,17.15,1.87,0.0
20150531:0200,2222.0,15.56,35.74,1.98,9.66,16.91,1.48,0.0
20150531:0300,0.0,0.0,0.0,0.0,0.0,16.67,1.09,0.0
20150531:0400,0.0,0.0,0.0,0.0,0.0,16.52,0.87,0.0
20150531:0500,0.0,0.0,0.0,0.0,0.0,16.37,0.66,0.0
20150531:0600,0.0,0.0,0.0,0.0,0.0,16.22,0.44,0.0
20150531:0700,0.0,0.0,0.0,0.0,0.0,16.18,0.33,0.0
20150531:0800,0.0,0.0,0.0,0.0,0.0,16.15,0.22,0.0
20150531:0900,0.0,0.0,0.0,0.0,0.0,16.12,0.11,0.0
20150531:1000,0.0,0.0,0.0,0.0,0.0,15.97,0.42,0.0
20150531:1100,0.0,0.0,0.0,0.0,0.0,15.83,0.74,0.0
20150531:1200,0.0,0.0,0.0,0.0,0.0,15.69,1.05,0.0
20150531:1300,400.0,0.0,13.82,0.27,2.57,15.51,0.96,0.0
20150531:1400,3275.0,0.0,53.56,1.06,14.23,15.34,0.87,0.0
20150531:1500,7553.0,0.0,105.12,1.96,26.37,15.16,0.79,0.0
20150531:1600,29325.0,128.6,235.02,7.68,38.77,15.8,1.35,0.0
20150531:1700,52481.0,538.59,102.35,13.35,51.24,16.43,1.92,0.0
20150531:1800,65937.0,698.66,113.87,15.67,63.41,17.06,2.48,0.0
20150531:1900,43920.0,94.84,442.67,9.92,74.14,17.02,2.61,0.0
20150531:2000,77523.0,845.57,124.57,17.38,77.99,16.98,2.73,0.0
20150531:2100,75671.0,819.21,122.75,16.64,70.35,16.94,2.86,0.0
20150531:2200,68402.0,726.67,117.74,14.92,58.79,16.55,2.48,0.0
20150531:2300,56112.0,576.58,108.4,12.33,46.44,16.16,2.11,0.0
20150601:0000,38980.0,386.76,92.41,9.1,34.06,15.77,1.74,0.0
20150601:0100,18196.0,181.96,69.94,5.5,21.74,15.71,1.66,0.0
20150601:0200,2236.0,16.31,35.46,2.03,9.76,15.64,1.58,0.0
20150601:0300,0.0,0.0,0.0,0.0,0.0,15.57,1.5,0.0
20150601:0400,0.0,0.0,0.0,0.0,0.0,15.3,1.22,0.0
20150601:0500,0.0,0.0,0.0,0.0,0.0,15.02,0.93,0.0
20150601:0600,0.0,0.0,0.0,0.0,0.0,14.75,0.65,0.0
20150601:0700,0.0,0.0,0.0,0.0,0.0,14.73,0.72,0.0
20150601:0800,0.0,0.0,0.0,0.0,0.0,14.71,0.8,0.0
20150601:0900,0.0,0.0,0.0,0.0,0.0,14.7,0.87,0.0
20150601:1000,0.0,0.0,0.0,0.0,0.0,14.67,0.87,0.0
20150601:1100,0.0,0.0,0.0,0.0,0.0,14.63,0.88,0.0
20150601:1200,0.0,0.0,0.0,0.0,0.0,14.6,0.88,0.0
20150601:1300,453.0,0.0,14.69,0.29,2.62,14.76,0.91,0.0
20150601:1400,3282.0,0.0,53.56,1.06,14.27,14.92,0.94,0.0
20150601:1500,13670.0,145.29,62.69,6.93,26.4,15.09,0.97,0.0
20150601:1600,34992.0,351.11,85.26,10.5,38.8,15.58,1.39,0.0
20150601:1700,53261.0,548.72,102.0,13.59,51.27,16.07,1.82,0.0
20150601:1800,66808.0,711.43,113.6,15.94,63.46,16.56,2.25,0.0
20150601:1900,75322.0,820.05,121.04,17.36,74.22,16.75,2.49,0.0
20150601:2000,78681.0,862.27,124.38,17.7,78.13,16.95,2.74,0.0
20150601:2100,76832.0,834.26,123.6,16.95,70.46,17.15,2.98,0.0
20150601:2200,69651.0,740.81,118.61,15.21,58.89,16.88,2.8,0.0
20150601:2300,57212.0,587.7,109.25,12.56,46.53,16.62,2.63,0.0
20150602:0000,39724.0,393.87,93.21,9.27,34.15,16.35,2.46,0.0
20150602:0100,18507.0,186.65,69.73,5.62,21.83,16.34,2.03,0.0
20150602:0200,2285.0,17.07,35.93,2.1,9.86,16.32,1.61,0.0
20150602:0300,0.0,0.0,0.0,0.0,0.0,16.3,1.19,0.0
20150602:0400,0.0,0.0,0.0,0.0,0.0,16.39,0.99,0.0
20150602:0500,0.0,0.0,0.0,0.0,0.0,16.47,0.8,0.0
20150602:0600,0.0,0.0,0.0,0.0,0.0,16.56,0.61,0.0
20150602:0700,0.0,0.0,0.0,0.0,0.0,16.57,0.69,0.0
20150602:0800,0.0,0.0,0.0,0.0,0.0,16.58,0.78,0.0
20150602:0900,0.0,0.0,0.0,0.0,0.0,16.6,0.87,0.0
20150602:1000,0.0,0.0,0.0,0.0,0.0,16.47,1.02,0.0
20150602:1100,0.0,0.0,0.0,0.0,0.0,16.34,1.16,0.0
20150602:1200,0.0,0.0,0.0,0.0,0.0,16.21,1.31,0.0
20150602:1300,448.0,0.0,14.69,0.29,2.67,16.3,1.42,0.0
20150602:1400,3259.0,0.0,53.56,1.06,14.31,16.39,1.52,0.0
20150602:1500,13588.0,145.48,62.47,6.96,26.43,16.49,1.63,0.0
20150602:1600,34961.0,351.5,85.08,10.53,38.83,16.82,2.03,0.0
20150602:1700,53354.0,549.2,101.84,13.62,51.3,17.15,2.44,0.0
20150602:1800,67092.0,712.84,113.44,16.0,63.5,17.48,2.84,0.0
20150602:1900,75632.0,820.63,120.91,17.4,74.3,17.56,3.06,0.0
20150602:2000,79085.0,863.84,124.25,17.75,78.27,17.64,3.27,0.0
20150602:2100,77275.0,836.86,123.47,17.02,70.57,17.73,3.49,0.0
20150602:2200,69892.0,741.55,118.48,15.24,58.98,17.37,3.25,0.0
20150602:2300,57296.0,588.51,108.14,12.58,46.62,17.0,3.01,0.0
20150603:0000,39753.0,393.92,93.1,9.29,34.24,16.64,2.77,0.0
20150603:0100,18539.0,186.88,69.64,5.63,21.92,16.38,2.3,0.0
20150603:0200,2297.0,17.4,35.91,2.12,9.96,16.11,1.83,0.0
20150603:0300,0.0,0.0,0.0,0.0,0.0,15.84,1.35,0.0
20150603:0400,0.0,0.0,0.0,0.0,0.0,15.72,1.19,0.0
20150603:0500,0.0,0.0,0.0,0.0,0.0,15.61,1.02,0.0
20150603:0600,0.0,0.0,0.0,0.0,0.0,15.49,0.86,0.0
20150603:0700,0.0,0.0,0.0,0.0,0.0,15.35,1.1,0.0
20150603:0800,0.0,0.0,0.0,0.0,0.0,15.21,1.35,0.0
20150603:0900,0.0,0.0,0.0,0.0,0.0,15.07,1.6,0.0
20150603:1000,0.0,0.0,0.0,0.0,0.0,14.95,1.76,0.0
20150603:1100,0.0,0.0,0.0,0.0,0.0,14.84,1.92,0.0
20150603:1200,0.0,0.0,0.0,0.0,0.0,14.72,2.08,0.0
20150603:1300,452.0,0.0,14.69,0.29,2.72,15.07,2.46,0.0
20150603:1400,3280.0,0.0,53.56,1.06,14.34,15.42,2.85,0.0
20150603:1500,8976.0,0.0,121.58,2.27,26.46,15.77,3.23,0.0
20150603:1600,8337.0,0.0,114.26,2.13,38.85,16.0,3.17,0.0
20150603:1700,13903.0,3.21,175.53,3.35,51.32,16.23,3.12,0.0
20150603:1800,25028.0,16.57,291.2,5.75,63.53,16.47,3.06,0.0
20150603:1900,75805.0,816.68,119.84,17.33,74.37,16.57,3.23,0.0
20150603:2000,79290.0,860.75,123.16,17.7,78.4,16.67,3.39,0.0
20150603:2100,77538.0,835.68,122.36,17.0,70.68,16.78,3.56,0.0
20150603:2200,70271.0,742.34,117.37,15.26,59.07,16.52,3.4,0.0
20150603:2300,57677.0,589.38,108.02,12.62,46.71,16.27,3.24,0.0
20150604:0000,39948.0,394.91,92.04,9.3,34.32,16.01,3.08,0.0
20150604:0100,18709.0,187.9,69.54,5.67,22.01,15.59,2.67,0.0
20150604:0200,2319.0,17.73,35.89,2.13,10.06,15.17,2.27,0.0
20150604:0300,0.0,0.0,0.0,0.0,0.0,14.74,1.86,0.0
20150604:0400,0.0,0.0,0.0,0.0,0.0,14.62,1.51,0.0
20150604:0500,0.0,0.0,0.0,0.0,0.0,14.49,1.16,0.0
20150604:0600,0.0,0.0,0.0,0.0,0.0,14.37,0.81,0.0
20150604:0700,0.0,0.0,0.0,0.0,0.0,14.27,1.11,0.0
20150604:0800,0.0,0.0,0.0,0.0,0.0,14.17,1.41,0.0
20150604:0900,0.0,0.0,0.0,0.0,0.0,14.08,1.71,0.0
20150604:1000,0.0,0.0,0.0,0.0,0.0,13.99,1.66,0.0
20150604:1100,0.0,0.0,0.0,0.0,0.0,13.9,1.62,0.0
20150604:1200,0.0,0.0,0.0,0.0,0.0,13.81,1.57,0.0
20150604:1300,51.0,0.0,6.91,0.14,2.75,14.42,1.88,0.0
20150604:1400,2400.0,0.0,42.33,0.84,14.37,15.03,2.19,0.0
20150604:1500,5397.0,0.0,79.53,1.49,26.48,15.64,2.5,0.0
20150604:1600,16844.0,8.16,204.47,4.03,38.87,15.87,2.99,0.0
20150604:1700,16829.0,6.4,205.73,3.98,51.34,16.11,3.48,0.0
20150604:1800,15384.0,6.97,188.45,3.65,63.56,16.35,3.97,0.0
20150604:1900,18375.0,10.07,219.69,4.28,74.44,16.48,4.16,0.0
20150604:2000,12398.0,5.66,155.53,3.0,78.52,16.61,4.34,0.0
20150604:2100,36169.0,46.84,390.65,8.07,70.79,16.74,4.52,0.0
20150604:2200,70751.0,740.33,117.26,15.24,59.16,16.39,4.26,0.0
20150604:2300,43035.0,213.29,303.31,9.34,46.79,16.03,4.0,0.0
20150605:0000,31944.0,187.42,200.54,7.27,34.41,15.68,3.74,0.0
20150605:0100,18782.0,188.21,69.47,5.68,22.1,15.38,3.17,0.0
20150605:0200,2389.0,18.08,36.61,2.17,10.15,15.08,2.6,0.0
20150605:0300,0.0,0.0,0.0,0.0,0.0,14.78,2.03,0.0
20150605:0400,0.0,0.0,0.0,0.0,0.0,14.58,1.92,0.0
20150605:0500,0.0,0.0,0.0,0.0,0.0,14.38,1.81,0.0
20150605:0600,0.0,0.0,0.0,0.0,0.0,14.18,1.7,0.0
20150605:0700,0.0,0.0,0.0,0.0,0.0,14.09,1.76,0.0
20150605:0800,0.0,0.0,0.0,0.0,0.0,14.01,1.82,0.0
20150605:0900,0.0,0.0,0.0,0.0,0.0,13.93,1.88,0.0
20150605:1000,0.0,0.0,0.0,0.0,0.0,13.86,1.7,0.0
20150605:1100,0.0,0.0,0.0,0.0,0.0,13.78,1.52,0.0
20150605:1200,0.0,0.0,0.0,0.0,0.0,13.71,1.34,0.0
20150605:1300,505.0,0.0,15.55,0.31,2.79,14.48,1.75,0.0
20150605:1400,3558.0,0.0,57.02,1.13,14.4,15.25,2.17,0.0
20150605:1500,8172.0,0.0,112.44,2.1,26.5,16.02,2.58,0.0
20150605:1600,14327.0,4.07,179.95,3.47,38.89,16.35,2.75,0.0
20150605:1700,32096.0,59.08,332.51,7.46,51.36,16.69,2.93,0.0
20150605:1800,53350.0,266.93,384.11,12.24,63.59,17.03,3.1,0.0
20150605:1900,75499.0,814.45,118.66,17.31,74.5,17.1,3.37,0.0
20150605:2000,45403.0,106.37,445.82,10.12,78.64,17.17,3.64,0.0
20150605:2100,77216.0,830.63,121.16,16.93,70.89,17.24,3.9,0.0
20150605:2200,69966.0,737.42,116.17,15.19,59.25,16.82,3.74,0.0
20150605:2300,57499.0,586.59,106.84,12.58,46.88,16.4,3.57,0.0
20150606:0000,22502.0,51.83,226.0,5.19,34.49,15.98,3.41,0.0
20150606:0100,14293.0,56.2,133.59,3.81,22.19,15.48,2.88,0.0
20150606:0200,2401.0,18.45,36.59,2.19,10.24,14.98,2.35,0.0
20150606:0300,0.0,0.0,0.0,0.0,0.0,14.47,1.82,0.0
20150606:0400,0.0,0.0,0.0,0.0,0.0,14.29,1.34,0.0
20150606:0500,0.0,0.0,0.0,0.0,0.0,14.1,0.86,0.0
20150606:0600,0.0,0.0,0.0,0.0,0.0,13.92,0.37,0.0
20150606:0700,0.0,0.0,0.0,0.0,0.0,13.83,0.73,0.0
20150606:0800,0.0,0.0,0.0,0.0,0.0,13.74,1.09,0.0
20150606:0900,0.0,0.0,0.0,0.0,0.0,13.65,1.45,0.0
20150606:1000,0.0,0.0,0.0,0.0,0.0,13.51,1.35,0.0
20150606:1100,0.0,0.0,0.0,0.0,0.0,13.37,1.26,0.0
20150606:1200,0.0,0.0,0.0,0.0,0.0,13.23,1.16,0.0
20150606:1300,455.0,0.0,14.69,0.29,2.82,14.0,0.87,0.0
20150606:1400,3214.0,0.0,52.7,1.04,14.42,14.77,0.58,0.0
20150606:1500,14182.0,27.12,161.98,4.18,26.51,15.54,0.29,0.0
20150606:1600,13615.0,2.71,173.6,3.31,38.9,16.0,1.07,0.0
20150606:1700,31073.0,52.6,328.74,7.26,51.37,16.46,1.84,0.0
20150606:1800,65289.0,691.12,110.4,15.6,63.61,16.92,2.62,0.0
20150606:1900,73772.0,797.9,117.7,17.0,74.55,17.2,2.88,0.0
20150606:2000,77172.0,840.56,120.94,17.36,78.75,17.48,3.14,0.0
20150606:2100,75433.0,815.34,120.1,16.66,70.99,17.76,3.41,0.0
20150606:2200,68475.0,724.1,115.1,14.95,59.34,17.35,3.38,0.0
20150606:2300,56378.0,576.43,105.78,12.39,46.96,16.94,3.35,0.0
20150607:0000,39232.0,387.64,90.89,9.18,34.57,16.53,3.32,0.0
20150607:0100,18390.0,185.26,68.58,5.62,22.27,16.34,2.74,0.0
20150607:0200,2345.0,18.59,35.97,2.17,10.33,16.15,2.15,0.0
20150607:0300,0.0,0.0,0.0,0.0,0.0,15.95,1.56,0.0
20150607:0400,0.0,0.0,0.0,0.0,0.0,15.93,1.45,0.0
20150607:0500,0.0,0.0,0.0,0.0,0.0,15.91,1.34,0.0
20150607:0600,0.0,0.0,0.0,0.0,0.0,15.89,1.23,0.0
20150607:0700,0.0,0.0,0.0,0.0,0.0,15.82,0.92,0.0
20150607:0800,0.0,0.0,0.0,0.0,0.0,15.75,0.61,0.0
20150607:0900,0.0,0.0,0.0,0.0,0.0,15.68,0.3,0.0
20150607:1000,0.0,0.0,0.0,0.0,0.0,15.61,0.27,0.0
20150607:1100,0.0,0.0,0.0,0.0,0.0,15.55,0.23,0.0
20150607:1200,0.0,0.0,0.0,0.0,0.0,15.48,0.19,0.0
20150607:1300,449.0,0.0,14.69,0.29,2.84,15.86,0.46,0.0
20150607:1400,3190.0,0.0,52.7,1.04,14.43,16.25,0.73,0.0
20150607:1500,12934.0,139.41,60.97,6.83,26.52,16.64,0.99,0.0
20150607:1600,33629.0,341.0,82.35,10.33,38.9,17.3,1.44,0.0
20150607:1700,51495.0,534.66,98.83,13.37,51.38,17.96,1.89,0.0
20150607:1800,64765.0,694.52,110.25,15.69,63.62,18.62,2.34,0.0
20150607:1900,73219.0,800.59,117.58,17.07,74.6,18.69,2.68,0.0
20150607:2000,76681.0,843.37,119.86,17.41,78.86,18.76,3.02,0.0
20150607:2100,74983.0,816.32,119.02,16.68,71.08,18.84,3.35,0.0
20150607:2200,67741.0,723.24,115.01,14.95,59.42,18.19,2.86,0.0
20150607:2300,55567.0,575.67,104.72,12.38,47.04,17.53,2.38,0.0
20150608:0000,38594.0,386.21,89.88,9.15,34.65,16.88,1.89,0.0
20150608:0100,18177.0,184.22,68.58,5.6,22.35,17.04,1.53,0.0
20150608:0200,2346.0,18.75,36.07,2.17,10.42,17.19,1.17,0.0
20150608:0300,0.0,0.0,0.0,0.0,0.0,17.34,0.81,0.0
20150608:0400,0.0,0.0,0.0,0.0,0.0,17.39,0.82,0.0
20150608:0500,0.0,0.0,0.0,0.0,0.0,17.44,0.83,0.0
20150608:0600,0.0,0.0,0.0,0.0,0.0,17.49,0.84,0.0
20150608:0700,0.0,0.0,0.0,0.0,0.0,17.36,0.69,0.0
20150608:0800,0.0,0.0,0.0,0.0,0.0,17.23,0.53,0.0
20150608:0900,0.0,0.0,0.0,0.0,0.0,17.11,0.37,0.0
20150608:1000,0.0,0.0,0.0,0.0,0.0,16.98,0.55,0.0
20150608:1100,0.0,0.0,0.0,0.0,0.0,16.86,0.72,0.0
20150608:1200,0.0,0.0,0.0,0.0,0.0,16.73,0.9,0.0
20150608:1300,495.0,0.0,15.55,0.31,2.86,17.57,0.66,0.0
20150608:1400,3153.0,0.0,52.7,1.04,14.44,18.41,0.42,0.0
20150608:1500,12601.0,138.78,60.16,6.81,26.53,19.26,0.18,0.0
20150608:1600,32704.0,337.53,82.37,10.26,38.91,19.94,0.69,0.0
20150608:1700,49974.0,529.84,97.93,13.26,51.38,20.62,1.2,0.0
20150608:1800,62736.0,686.7,109.31,15.53,63.63,21.31,1.71,0.0
20150608:1900,70842.0,789.67,115.63,16.85,74.64,21.06,2.06,0.0
20150608:2000,74181.0,828.4,118.84,17.14,78.96,20.81,2.41,0.0
20150608:2100,72610.0,800.24,117.97,16.39,71.17,20.56,2.76,0.0
20150608:2200,65713.0,708.19,112.96,14.66,59.5,19.93,2.58,0.0
20150608:2300,54064.0,562.87,103.68,12.14,47.12,19.31,2.41,0.0
20150609:0000,37622.0,377.84,88.92,8.98,34.73,18.68,2.23,0.0
20150609:0100,17700.0,180.27,67.78,5.5,22.43,18.66,1.74,0.0
20150609:0200,2351.0,18.43,36.41,2.13,10.5,18.63,1.25,0.0
20150609:0300,0.0,0.0,0.0,0.0,0.0,18.6,0.76,0.0
20150609:0400,0.0,0.0,0.0,0.0,0.0,18.31,0.88,0.0
20150609:0500,0.0,0.0,0.0,0.0,0.0,18.03,1.01,0.0
20150609:0600,0.0,0.0,0.0,0.0,0.0,17.74,1.13,0.0
20150609:0700,0.0,0.0,0.0,0.0,0.0,17.83,0.91,0.0
20150609:0800,0.0,0.0,0.0,0.0,0.0,17.92,0.69,0.0
20150609:0900,0.0,0.0,0.0,0.0,0.0,18.01,0.47,0.0
20150609:1000,0.0,0.0,0.0,0.0,0.0,18.01,1.0,0.0
20150609:1100,0.0,0.0,0.0,0.0,0.0,18.01,1.53,0.0
20150609:1200,0.0,0.0,0.0,0.0,0.0,18.01,2.06,0.0
20150609:1300,0.0,0.0,1.73,0.03,2.88,18.84,2.87,0.0
20150609:1400,489.0,0.0,15.55,0.31,14.45,19.68,3.69,0.0
20150609:1500,11616.0,5.7,150.53,3.06,26.53,20.52,4.51,0.0
20150609:1600,7618.0,0.0,107.87,2.01,38.9,20.79,4.48,0.0
20150609:1700,14911.0,5.55,188.34,3.64,51.38,21.06,4.45,0.0
20150609:1800,44932.0,142.71,411.46,10.4,63.64,21.34,4.41,0.0
20150609:1900,48625.0,150.12,454.65,11.15,74.67,21.82,3.83,0.0
20150609:2000,28285.0,21.56,333.81,6.61,79.05,22.3,3.25,0.0
20150609:2100,34915.0,46.58,392.39,8.11,71.26,22.78,2.66,0.0
20150609:2200,35696.0,72.17,377.78,8.26,59.58,22.7,2.01,0.0
20150609:2300,11703.0,2.79,155.48,2.95,47.19,22.61,1.36,0.0
20150610:0000,7130.0,0.0,103.3,1.93,34.8,22.53,0.7,0.0
20150610:0100,3908.0,0.0,63.07,1.18,22.51,21.67,0.86,0.0
20150610:0200,3414.0,0.49,56.41,1.09,10.58,20.8,1.03,0.0
20150610:0300,0.0,0.0,0.0,0.0,0.0,19.93,1.19,0.0
20150610:0400,0.0,0.0,0.0,0.0,0.0,19.42,1.85,0.0
20150610:0500,0.0,0.0,0.0,0.0,0.0,18.92,2.52,0.0
20150610:0600,0.0,0.0,0.0,0.0,0.0,18.41,3.19,0.0
20150610:0700,0.0,0.0,0.0,0.0,0.0,17.99,2.85,0.0
20150610:0800,0.0,0.0,0.0,0.0,0.0,17.57,2.51,0.0
20150610:0900,0.0,0.0,0.0,0.0,0.0,17.16,2.17,0.0
20150610:1000,0.0,0.0,0.0,0.0,0.0,17.02,2.47,0.0
20150610:1100,0.0,0.0,0.0,0.0,0.0,16.89,2.78,0.0
20150610:1200,0.0,0.0,0.0,0.0,0.0,16.75,3.09,0.0
20150610:1300,446.0,0.0,14.69,0.29,2.89,17.14,2.57,0.0
20150610:1400,2700.0,0.0,46.65,0.92,14.46,17.53,2.05,0.0
20150610:1500,12396.0,134.51,59.71,6.67,26.53,17.93,1.53,0.0
20150610:1600,24280.0,50.98,253.35,6.08,38.9,18.23,2.01,0.0
20150610:1700,32302.0,64.15,334.22,7.61,51.37,18.53,2.5,0.0
20150610:1800,63770.0,678.17,107.35,15.36,63.64,18.83,2.98,0.0
20150610:1900,72092.0,782.6,114.55,16.73,74.7,18.64,3.04,0.0
20150610:2000,75511.0,825.88,117.71,17.1,79.14,18.46,3.1,0.0
20150610:2100,73823.0,801.58,116.83,16.42,71.35,18.28,3.16,0.0
20150610:2200,35287.0,61.67,370.6,7.96,59.66,17.89,2.87,0.0
20150610:2300,55105.0,569.09,103.54,12.27,47.27,17.49,2.58,0.0
20150611:0000,17595.0,18.33,204.48,4.17,34.88,17.1,2.29,0.0
20150611:0100,18293.0,185.74,67.58,5.63,22.58,16.64,1.82,0.0
20150611:0200,2401.0,20.01,36.03,2.22,10.66,16.18,1.34,0.0
20150611:0300,0.0,0.0,0.0,0.0,0.0,15.71,0.87,0.0
20150611:0400,0.0,0.0,0.0,0.0,0.0,15.61,0.86,0.0
20150611:0500,0.0,0.0,0.0,0.0,0.0,15.52,0.84,0.0
20150611:0600,0.0,0.0,0.0,0.0,0.0,15.42,0.83,0.0
20150611:0700,0.0,0.0,0.0,0.0,0.0,15.23,0.9,0.0
20150611:0800,0.0,0.0,0.0,0.0,0.0,15.04,0.97,0.0
20150611:0900,0.0,0.0,0.0,0.0,0.0,14.86,1.05,0.0
20150611:1000,0.0,0.0,0.0,0.0,0.0,14.74,1.39,0.0
20150611:1100,0.0,0.0,0.0,0.0,0.0,14.62,1.74,0.0
20150611:1200,0.0,0.0,0.0,0.0,0.0,14.5,2.08,0.0
20150611:1300,452.0,0.0,14.69,0.29,2.89,15.12,1.72,0.0
20150611:1400,3132.0,0.0,51.84,1.02,14.45,15.75,1.37,0.0
20150611:1500,9143.0,0.0,124.32,2.32,26.52,16.38,1.01,0.0
20150611:1600,32953.0,333.41,80.55,10.17,38.89,16.75,1.53,0.0
20150611:1700,24598.0,20.56,284.44,5.75,51.36,17.12,2.05,0.0
20150611:1800,28825.0,25.03,329.89,6.64,63.64,17.5,2.57,0.0
20150611:1900,30793.0,26.33,352.21,7.05,74.72,17.67,2.73,0.0
20150611:2000,30279.0,28.07,344.22,6.91,79.22,17.85,2.89,0.0
20150611:2100,44216.0,116.72,424.71,9.88,71.43,18.03,3.05,0.0
20150611:2200,67041.0,712.83,111.76,14.77,59.73,17.72,3.04,0.0
20150611:2300,55100.0,566.71,102.51,12.22,47.34,17.41,3.03,0.0
20150612:0000,38288.0,381.03,87.81,9.05,34.95,17.1,3.02,0.0
20150612:0100,18109.0,183.39,66.76,5.57,22.66,16.56,2.51,0.0
20150612:0200,2426.0,19.71,36.36,2.19,10.73,16.02,1.99,0.0
20150612:0300,0.0,0.0,0.0,0.0,0.0,15.47,1.48,0.0
20150612:0400,0.0,0.0,0.0,0.0,0.0,15.5,1.22,0.0
20150612:0500,0.0,0.0,0.0,0.0,0.0,15.53,0.97,0.0
20150612:0600,0.0,0.0,0.0,0.0,0.0,15.56,0.72,0.0
20150612:0700,0.0,0.0,0.0,0.0,0.0,15.61,0.86,0.0
20150612:0800,0.0,0.0,0.0,0.0,0.0,15.66,1.01,0.0
20150612:0900,0.0,0.0,0.0,0.0,0.0,15.72,1.16,0.0
20150612:1000,0.0,0.0,0.0,0.0,0.0,15.69,1.17,0.0
20150612:1100,0.0,0.0,0.0,0.0,0.0,15.66,1.18,0.0
20150612:1200,0.0,0.0,0.0,0.0,0.0,15.63,1.19,0.0
20150612:1300,450.0,0.0,14.69,0.29,2.89,15.6,1.26,0.0
20150612:1400,3066.0,0.0,50.97,1.01,14.45,15.58,1.32,0.0
20150612:1500,3371.0,0.0,54.85,1.02,26.51,15.56,1.39,0.0
20150612:1600,8233.0,0.0,113.35,2.12,38.88,16.05,1.56,0.0
20150612:1700,14830.0,4.74,185.59,3.57,51.35,16.54,1.73,0.0
20150612:1800,13674.0,5.17,171.94,3.31,63.63,17.03,1.9,0.0
20150612:1900,22968.0,14.52,271.08,5.33,74.74,17.24,2.19,0.0
20150612:2000,29614.0,22.44,342.09,6.78,79.29,17.45,2.48,0.0
20150612:2100,30076.0,25.6,344.22,6.86,71.5,17.67,2.77,0.0
20150612:2200,44211.0,143.02,397.27,9.82,59.8,17.21,2.61,0.0
20150612:2300,33155.0,85.26,319.46,7.44,47.41,16.74,2.44,0.0
20150613:0000,23794.0,64.47,230.0,5.51,35.01,16.28,2.28,0.0
20150613:0100,14251.0,49.85,139.03,3.77,22.72,15.81,2.12,0.0
20150613:0200,3719.0,5.8,57.15,1.52,10.8,15.34,1.96,0.0
20150613:0300,0.0,0.0,0.0,0.0,0.0,14.87,1.81,0.0
20150613:0400,0.0,0.0,0.0,0.0,0.0,14.78,1.58,0.0
20150613:0500,0.0,0.0,0.0,0.0,0.0,14.69,1.36,0.0
20150613:0600,0.0,0.0,0.0,0.0,0.0,14.6,1.13,0.0
20150613:0700,0.0,0.0,0.0,0.0,0.0,14.46,1.0,0.0
20150613:0800,0.0,0.0,0.0,0.0,0.0,14.32,0.87,0.0
